Vardas Pavarde ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 Galutinis
Vardas1858 Pavarde1858 1 1 5 5 5 6 7 8 9 10 8
Vardas18582 Pavarde18582 1 2 3 3 5 5 6 8 10 10 8
Vardas18586 Pavarde18586 1 1 1 2 4 4 5 6 9 10 9
Vardas1859 Pavarde1859 1 2 4 5 7 7 7 10 10 10 9
Vardas18590 Pavarde18590 3 4 6 6 6 6 8 9 9 10 8
Vardas18592 Pavarde18592 2 5 6 6 9 9 10 10 10 10 10
Vardas18593 Pavarde18593 1 2 2 2 5 6 7 9 9 10 7
Vardas18595 Pavarde18595 1 1 2 4 4 6 7 8 9 10 5
Vardas18596 Pavarde18596 2 2 4 5 6 6 7 8 8 9 9
Vardas18598 Pavarde18598 3 4 4 5 7 9 9 10 10 10 7
Vardas18599 Pavarde18599 1 2 4 4 5 8 8 8 9 10 8
Vardas186 Pavarde186 2 3 4 4 5 5 6 8 8 10 9
Vardas18602 Pavarde18602 2 4 4 5 6 8 8 10 10 10 4
Vardas18604 Pavarde18604 1 1 2 3 4 5 5 5 5 6 9
Vardas18606 Pavarde18606 2 3 3 4 6 7 8 10 10 10 8
Vardas18607 Pavarde18607 1 3 5 6 6 8 8 9 10 10 10
Vardas18609 Pavarde18609 1 2 3 4 5 6 6 8 10 10 6
Vardas1861 Pavarde1861 1 1 2 3 3 3 4 6 6 8 10
Vardas18611 Pavarde18611 1 2 3 4 6 7 7 8 9 10 6
Vardas18612 Pavarde18612 1 1 4 4 4 5 6 6 7 10 9
Vardas18613 Pavarde18613 1 4 4 5 6 6 7 9 10 10 7
Vardas18614 Pavarde18614 3 4 5 5 6 6 7 7 8 10 5
Vardas18615 Pavarde18615 1 2 2 3 4 5 6 8 10 10 5
Vardas18616 Pavarde18616 2 2 4 4 5 5 6 7 7 9 9
Vardas18617 Pavarde18617 1 2 3 3 4 5 8 10 10 10 9
Vardas18619 Pavarde18619 1 2 2 4 4 6 7 7 8 10 10
Vardas1862 Pavarde1862 1 1 2 3 3 4 6 7 9 10 7
Vardas18620 Pavarde18620 2 5 5 5 6 7 7 8 9 10 5
Vardas18622 Pavarde18622 2 4 5 5 6 7 8 9 9 10 9
Vardas18623 Pavarde18623 1 2 3 6 6 6 8 8 8 9 6
Vardas18624 Pavarde18624 3 5 5 5 6 7 7 8 9 10 9
Vardas18625 Pavarde18625 1 1 3 4 5 6 6 7 9 10 9
Vardas18626 Pavarde18626 1 2 2 4 8 9 9 9 9 10 10
Vardas18627 Pavarde18627 1 1 3 5 6 7 8 8 9 10 9
Vardas18629 Pavarde18629 2 2 3 4 4 5 5 8 9 10 9
Vardas1863 Pavarde1863 1 2 4 6 6 6 6 8 8 9 7
Vardas18630 Pavarde18630 1 4 4 4 5 6 7 9 9 10 7
Vardas18631 Pavarde18631 1 1 2 3 4 4 5 8 8 9 10
Vardas18632 Pavarde18632 1 1 1 3 6 7 9 10 10 10 10
Vardas18633 Pavarde18633 2 2 6 7 7 8 8 8 9 10 10
Vardas18635 Pavarde18635 1 1 4 5 5 5 5 7 7 8 8
Vardas18637 Pavarde18637 2 3 4 5 5 5 5 9 10 10 10
Vardas18639 Pavarde18639 3 4 5 6 6 6 7 8 9 10 7
Vardas18641 Pavarde18641 2 2 2 3 3 7 7 9 10 10 9
Vardas18643 Pavarde18643 3 6 6 7 7 7 9 10 10 10 5
Vardas18646 Pavarde18646 1 2 2 3 4 6 7 7 8 10 7
Vardas18647 Pavarde18647 1 2 4 4 5 6 6 7 7 10 7
Vardas18648 Pavarde18648 1 2 2 4 4 6 8 8 9 9 9
Vardas18649 Pavarde18649 1 1 4 5 5 5 6 8 9 10 7
Vardas1865 Pavarde1865 1 1 2 4 4 5 5 8 8 10 9
Vardas18652 Pavarde18652 1 4 4 5 5 6 7 8 9 10 8
Vardas18655 Pavarde18655 1 2 3 3 3 4 4 8 10 10 6
Vardas18656 Pavarde18656 1 2 3 3 4 7 7 9 10 10 10
Vardas18658 Pavarde18658 1 2 3 6 6 7 7 9 9 10 6
Vardas18659 Pavarde18659 1 1 4 5 6 6 8 8 8 10 6
Vardas18660 Pavarde18660 4 5 6 6 7 7 9 9 10 10 9
Vardas18661 Pavarde18661 1 1 3 3 5 7 7 8 9 10 6
Vardas18662 Pavarde18662 1 1 2 3 5 8 8 8 8 10 8
Vardas18664 Pavarde18664 1 2 2 4 4 6 6 9 10 10 7
Vardas18666 Pavarde18666 2 4 5 6 7 8 9 9 10 10 9
Vardas18669 Pavarde18669 1 1 1 2 4 5 6 6 8 10 10
Vardas18672 Pavarde18672 1 3 4 5 7 8 9 10 10 10 4
Vardas18674 Pavarde18674 3 4 5 5 7 7 7 7 9 10 5
Vardas18676 Pavarde18676 1 1 3 4 6 8 9 9 9 10 10
Vardas18677 Pavarde18677 1 4 5 5 5 6 8 9 10 10 10
Vardas18679 Pavarde18679 4 4 4 4 5 5 7 8 8 10 6
Vardas18680 Pavarde18680 2 2 3 4 4 5 5 7 8 9 7
Vardas18681 Pavarde18681 3 4 6 7 7 8 8 10 10 10 6
Vardas18686 Pavarde18686 2 2 2 3 4 6 7 7 8 9 10
Vardas18688 Pavarde18688 4 4 4 5 5 5 7 8 9 10 10
Vardas18689 Pavarde18689 1 1 3 5 6 6 8 8 10 10 6
Vardas1869 Pavarde1869 5 6 7 7 7 8 9 9 10 10 4
Vardas18690 Pavarde18690 1 1 1 2 3 4 4 9 9 9 8
Vardas18691 Pavarde18691 1 2 2 4 5 5 5 9 10 10 5
Vardas18692 Pavarde18692 1 2 2 2 5 6 7 7 8 9 6
Vardas18693 Pavarde18693 1 2 3 4 6 6 7 8 9 10 6
Vardas18694 Pavarde18694 1 2 2 4 5 5 6 7 9 10 7
Vardas18695 Pavarde18695 3 4 4 5 6 7 7 8 8 10 9
Vardas18697 Pavarde18697 2 3 4 4 5 6 7 7 7 9 6
Vardas18698 Pavarde18698 3 4 5 6 6 6 8 8 8 9 5
Vardas18699 Pavarde18699 1 1 2 3 3 4 6 6 9 10 8
Vardas187 Pavarde187 5 5 5 5 6 9 9 10 10 10 10
Vardas18700 Pavarde18700 1 3 4 4 4 5 6 8 9 9 6
Vardas18701 Pavarde18701 1 1 1 3 8 9 9 9 10 10 5
Vardas18702 Pavarde18702 1 1 2 3 3 5 6 7 8 10 9
Vardas18703 Pavarde18703 2 3 5 5 6 6 6 7 7 10 6
Vardas18704 Pavarde18704 2 2 3 4 4 5 5 6 8 9 10
Vardas18705 Pavarde18705 1 1 1 2 3 4 6 8 8 10 6
Vardas18707 Pavarde18707 2 2 3 3 4 4 7 8 8 8 9
Vardas1871 Pavarde1871 3 4 6 6 7 7 7 9 10 10 6
Vardas18710 Pavarde18710 1 1 2 5 5 5 5 6 7 8 6
Vardas18711 Pavarde18711 1 1 1 2 2 5 6 8 9 10 6
Vardas18712 Pavarde18712 2 2 4 5 6 8 8 10 10 10 8
Vardas18716 Pavarde18716 1 2 4 4 6 6 7 8 9 10 9
Vardas18717 Pavarde18717 2 2 3 5 8 9 9 9 9 10 9
Vardas18718 Pavarde18718 1 3 4 4 4 5 6 9 9 10 7
Vardas1872 Pavarde1872 1 1 1 1 2 3 4 7 9 10 7
Vardas18720 Pavarde18720 2 2 3 4 4 4 9 9 10 10 10
Vardas18721 Pavarde18721 1 1 2 2 3 4 4 6 6 7 6
Vardas18722 Pavarde18722 1 2 2 5 5 6 7 9 9 10 7
Vardas18723 Pavarde18723 1 1 1 2 3 5 7 9 10 10 10
Vardas18724 Pavarde18724 1 2 2 3 5 6 7 7 9 10 5
Vardas18726 Pavarde18726 3 3 6 7 7 8 8 8 9 10 5
Vardas18727 Pavarde18727 1 3 4 5 5 6 6 7 9 9 6
Vardas18728 Pavarde18728 1 1 1 1 2 3 3 8 8 10 10
Vardas18729 Pavarde18729 1 3 3 3 3 4 4 8 8 10 7
Vardas1873 Pavarde1873 2 2 2 4 5 7 7 8 10 10 8
Vardas18730 Pavarde18730 1 1 4 5 5 5 6 6 7 10 6
Vardas18731 Pavarde18731 1 2 2 2 4 6 7 8 9 10 8
Vardas18735 Pavarde18735 1 2 2 3 3 4 6 7 7 9 7
Vardas1874 Pavarde1874 2 3 4 5 7 7 9 9 10 10 8
Vardas18740 Pavarde18740 3 3 4 6 6 7 8 8 10 10 10
Vardas18742 Pavarde18742 2 2 2 4 8 8 8 9 10 10 5
Vardas18744 Pavarde18744 1 1 2 4 4 6 8 9 10 10 8
Vardas18747 Pavarde18747 1 2 4 4 4 7 7 8 8 10 9
Vardas18750 Pavarde18750 1 1 2 3 4 5 6 8 8 8 9
Vardas18752 Pavarde18752 2 2 2 7 8 8 8 9 9 10 10
Vardas18753 Pavarde18753 2 4 4 4 6 7 7 8 8 10 6
Vardas18759 Pavarde18759 1 1 2 5 5 6 7 8 9 9 6
Vardas1876 Pavarde1876 2 3 4 4 5 5 5 5 7 8 7
Vardas18760 Pavarde18760 2 2 2 3 3 4 6 7 9 9 10
Vardas18763 Pavarde18763 1 2 2 3 5 5 5 6 7 8 8
Vardas18765 Pavarde18765 2 3 4 4 7 8 8 9 10 10 9
Vardas18768 Pavarde18768 1 3 3 4 5 5 7 9 9 10 5
Vardas18769 Pavarde18769 4 5 5 6 7 8 8 9 10 10 4
Vardas18770 Pavarde18770 1 2 2 4 5 5 8 8 10 10 7
Vardas18772 Pavarde18772 1 2 3 3 5 7 7 8 9 10 5
Vardas18774 Pavarde18774 2 2 3 4 5 7 8 8 8 9 9
Vardas18776 Pavarde18776 1 2 2 3 5 7 9 10 10 10 10
Vardas18777 Pavarde18777 1 1 3 6 7 8 9 9 10 10 6
Vardas18778 Pavarde18778 1 2 3 4 5 5 7 8 9 9 9
Vardas18779 Pavarde18779 2 2 3 4 4 4 4 5 6 8 7
Vardas18780 Pavarde18780 1 1 5 5 6 7 7 8 9 10 7
Vardas18782 Pavarde18782 1 1 4 5 6 6 7 7 8 10 8
Vardas18783 Pavarde18783 1 2 2 4 4 6 6 7 9 10 5
Vardas18784 Pavarde18784 2 3 4 6 7 8 8 9 9 10 6
Vardas18787 Pavarde18787 2 2 3 6 6 7 8 8 9 10 5
Vardas18789 Pavarde18789 1 2 3 3 5 6 7 7 7 9 7
Vardas1879 Pavarde1879 1 1 1 2 2 4 5 6 9 9 9
Vardas18790 Pavarde18790 3 3 5 6 6 6 6 8 9 10 6
Vardas18791 Pavarde18791 1 1 2 3 4 4 5 8 9 10 9
Vardas18793 Pavarde18793 1 2 3 3 5 8 9 9 10 10 5
Vardas18794 Pavarde18794 2 2 2 3 4 4 4 7 8 10 10
Vardas18795 Pavarde18795 2 3 4 5 5 6 6 7 8 9 6
Vardas18797 Pavarde18797 2 4 5 7 7 7 7 9 9 10 10
Vardas18799 Pavarde18799 1 1 2 3 6 6 8 8 10 10 9
Vardas188 Pavarde188 3 3 3 4 5 7 8 8 9 10 6
Vardas18801 Pavarde18801 3 3 4 5 5 8 8 9 9 9 7
Vardas18804 Pavarde18804 3 3 3 6 6 6 7 8 8 9 7
Vardas18805 Pavarde18805 3 4 4 5 7 7 7 8 8 9 9
Vardas18806 Pavarde18806 1 2 3 5 6 7 8 9 9 10 9
Vardas18808 Pavarde18808 1 2 2 3 4 4 5 5 6 6 9
Vardas18809 Pavarde18809 1 3 3 3 4 4 5 6 6 7 7
Vardas1881 Pavarde1881 2 2 3 3 4 5 5 5 6 10 10
Vardas18810 Pavarde18810 1 2 3 5 8 8 8 9 9 10 5
Vardas18814 Pavarde18814 1 2 3 3 3 5 7 7 9 10 8
Vardas18815 Pavarde18815 2 7 7 8 8 8 8 10 10 10 5
Vardas18817 Pavarde18817 1 2 2 2 4 4 5 8 8 9 10
Vardas18818 Pavarde18818 2 4 4 5 7 7 8 8 10 10 5
Vardas18819 Pavarde18819 1 2 2 2 4 5 6 7 7 10 6
Vardas18821 Pavarde18821 1 2 5 5 5 6 8 9 9 9 10
Vardas18822 Pavarde18822 3 3 4 4 5 5 6 8 9 10 7
Vardas18825 Pavarde18825 2 2 5 5 7 7 7 8 8 9 5
Vardas18826 Pavarde18826 1 1 1 3 4 7 7 8 9 10 9
Vardas18830 Pavarde18830 1 3 3 4 4 5 8 8 8 9 9
Vardas18831 Pavarde18831 2 4 4 5 6 7 8 9 9 10 10
Vardas18832 Pavarde18832 1 2 3 6 6 7 7 7 9 9 10
Vardas18833 Pavarde18833 1 3 3 3 5 6 6 10 10 10 7
Vardas18836 Pavarde18836 1 1 1 1 1 3 7 8 8 10 7
Vardas18839 Pavarde18839 3 4 4 7 7 8 8 8 8 10 5
Vardas18841 Pavarde18841 1 1 2 3 6 8 8 8 10 10 8
Vardas18842 Pavarde18842 2 2 4 4 4 5 7 8 9 9 8
Vardas18843 Pavarde18843 3 3 5 5 6 6 7 8 9 10 5
Vardas18845 Pavarde18845 1 3 4 6 8 8 9 9 9 10 10
Vardas18846 Pavarde18846 2 2 4 5 7 8 9 9 10 10 5
Vardas18847 Pavarde18847 2 3 3 3 4 5 6 7 9 10 5
Vardas18848 Pavarde18848 1 2 3 4 5 5 5 7 7 9 8
Vardas18849 Pavarde18849 3 3 5 7 8 8 8 9 9 10 8
Vardas1885 Pavarde1885 2 3 4 4 7 7 8 9 9 10 6
Vardas18850 Pavarde18850 2 2 2 3 3 5 5 7 8 9 6
Vardas18851 Pavarde18851 1 1 2 2 6 6 7 8 8 10 9
Vardas18855 Pavarde18855 1 3 4 4 4 7 7 8 9 10 5
Vardas18856 Pavarde18856 1 1 3 6 7 8 8 8 8 10 10
Vardas18859 Pavarde18859 2 3 3 3 5 6 7 8 9 10 9
Vardas1886 Pavarde1886 3 5 5 6 8 8 8 9 9 10 9
Vardas18861 Pavarde18861 3 3 5 6 8 8 9 9 9 10 6
Vardas18862 Pavarde18862 1 2 4 5 5 5 6 6 7 10 5
Vardas18863 Pavarde18863 2 3 3 4 5 6 6 8 9 9 7
Vardas18864 Pavarde18864 1 4 4 5 6 7 9 9 9 10 10
Vardas18865 Pavarde18865 1 1 2 3 4 5 5 8 9 10 10
Vardas18868 Pavarde18868 1 2 2 2 3 4 4 8 10 10 8
Vardas18869 Pavarde18869 1 2 3 3 4 4 7 7 8 8 10
Vardas18870 Pavarde18870 1 1 2 2 3 4 6 7 7 10 10
Vardas18874 Pavarde18874 2 4 5 5 7 7 10 10 10 10 5
Vardas18876 Pavarde18876 1 1 3 4 4 5 6 6 9 9 10
Vardas18877 Pavarde18877 1 1 2 2 3 4 4 5 8 8 6
Vardas18878 Pavarde18878 2 3 3 4 5 6 9 9 9 10 6
Vardas18879 Pavarde18879 2 3 4 5 6 6 7 9 10 10 7
Vardas1888 Pavarde1888 1 2 2 3 7 7 7 8 9 10 8
Vardas18880 Pavarde18880 2 3 3 4 6 7 8 8 8 9 10
Vardas18883 Pavarde18883 2 3 5 7 7 7 8 9 9 10 6
Vardas18885 Pavarde18885 1 3 4 4 6 6 7 7 8 8 10
Vardas18888 Pavarde18888 2 3 5 5 5 5 6 7 9 9 5
Vardas18889 Pavarde18889 1 4 6 6 7 7 8 8 9 10 7
Vardas1889 Pavarde1889 3 3 4 4 5 5 6 7 8 8 5
Vardas18891 Pavarde18891 3 3 3 5 5 6 7 7 10 10 10
Vardas18894 Pavarde18894 4 4 5 5 6 8 8 9 10 10 4
Vardas18895 Pavarde18895 2 3 5 5 5 6 7 7 8 10 6
Vardas18896 Pavarde18896 1 1 3 4 5 7 8 8 10 10 5
Vardas18899 Pavarde18899 3 6 6 6 7 7 9 9 9 9 7
Vardas189 Pavarde189 1 2 3 3 4 5 6 8 9 10 8
Vardas1890 Pavarde1890 1 2 2 3 5 6 8 9 9 10 9
Vardas18900 Pavarde18900 1 1 2 3 5 5 6 6 7 10 10
Vardas18904 Pavarde18904 1 1 2 4 4 7 8 8 8 9 10
Vardas18905 Pavarde18905 3 5 5 6 7 7 8 8 9 9 4
Vardas18906 Pavarde18906 1 4 4 6 6 6 7 9 9 10 7
Vardas18908 Pavarde18908 1 1 2 2 2 4 5 7 7 9 6
Vardas18909 Pavarde18909 2 2 2 5 5 6 9 9 10 10 8
Vardas1891 Pavarde1891 2 3 3 4 4 6 6 8 10 10 6
Vardas18913 Pavarde18913 1 1 2 3 5 5 5 5 9 10 8
Vardas18914 Pavarde18914 1 1 2 3 4 6 6 9 10 10 5
Vardas18916 Pavarde18916 1 2 3 5 6 7 7 8 9 10 9
Vardas18918 Pavarde18918 2 2 4 5 5 6 8 8 8 10 8
Vardas18919 Pavarde18919 1 1 2 4 4 5 6 6 7 8 10
Vardas1892 Pavarde1892 1 2 2 3 6 6 6 6 8 8 7
Vardas18922 Pavarde18922 1 3 5 6 7 8 8 9 9 10 6
Vardas18923 Pavarde18923 1 2 2 3 3 4 5 8 9 10 8
Vardas18924 Pavarde18924 1 2 3 3 5 7 8 8 9 9 5
Vardas18926 Pavarde18926 1 3 3 4 4 8 9 9 10 10 8
Vardas18927 Pavarde18927 1 2 4 6 6 6 7 9 9 10 5
Vardas18928 Pavarde18928 2 2 4 4 7 8 9 9 9 10 6
Vardas18929 Pavarde18929 1 2 3 3 3 3 4 8 9 10 7
Vardas1893 Pavarde1893 1 2 2 3 4 4 5 10 10 10 6
Vardas18930 Pavarde18930 1 3 3 4 4 4 5 7 7 10 6
Vardas18931 Pavarde18931 1 3 3 3 5 5 6 8 8 10 5
Vardas18932 Pavarde18932 2 2 4 5 5 6 8 8 9 10 8
Vardas18934 Pavarde18934 1 3 4 5 6 7 10 10 10 10 4
Vardas18935 Pavarde18935 1 3 4 7 8 9 10 10 10 10 4
Vardas18936 Pavarde18936 1 2 2 2 3 5 7 7 8 9 7
Vardas18939 Pavarde18939 1 1 2 3 4 7 7 8 10 10 7
Vardas1894 Pavarde1894 2 4 6 6 6 6 7 7 9 10 6
Vardas18941 Pavarde18941 1 3 4 4 5 5 6 9 9 9 5
Vardas18943 Pavarde18943 1 3 6 7 7 7 8 9 10 10 10
Vardas18944 Pavarde18944 1 2 2 2 3 6 7 8 8 9 7
Vardas18947 Pavarde18947 1 4 4 8 8 9 9 9 10 10 6
Vardas18948 Pavarde18948 3 3 6 6 6 7 7 7 7 8 10
Vardas18949 Pavarde18949 1 1 2 3 5 7 9 9 10 10 10
Vardas1895 Pavarde1895 2 4 6 7 8 9 9 9 10 10 10
Vardas18950 Pavarde18950 1 4 5 6 7 8 9 9 9 9 6
Vardas18951 Pavarde18951 2 4 4 4 4 5 7 8 9 10 5
Vardas18952 Pavarde18952 2 2 3 4 5 5 7 8 8 10 7
Vardas18953 Pavarde18953 2 2 3 4 4 5 7 8 9 10 6
Vardas18954 Pavarde18954 1 4 4 4 5 5 6 8 8 10 10
Vardas18955 Pavarde18955 2 4 5 6 6 6 7 7 9 9 9
Vardas18957 Pavarde18957 1 1 2 2 4 6 7 7 8 10 8
Vardas18960 Pavarde18960 3 4 5 6 6 7 7 8 9 9 5
Vardas18961 Pavarde18961 1 1 2 2 2 5 6 7 10 10 10
Vardas18966 Pavarde18966 2 3 4 5 5 7 8 8 9 9 7
Vardas18967 Pavarde18967 1 2 4 5 5 6 6 9 9 10 9
Vardas18968 Pavarde18968 1 2 3 4 4 5 7 8 10 10 5
Vardas18969 Pavarde18969 1 1 2 2 3 3 6 7 7 10 8
Vardas18972 Pavarde18972 1 4 4 5 5 7 8 9 10 10 8
Vardas18973 Pavarde18973 1 1 2 3 3 3 5 5 10 10 8
Vardas18975 Pavarde18975 1 1 2 3 4 4 5 7 8 10 10
Vardas18976 Pavarde18976 2 3 3 4 5 5 7 7 8 8 10
Vardas18978 Pavarde18978 1 1 1 3 6 6 7 8 8 8 8
Vardas18979 Pavarde18979 1 2 5 6 8 9 9 9 10 10 8
Vardas1898 Pavarde1898 1 3 3 4 5 5 6 7 8 9 5
Vardas18983 Pavarde18983 1 1 2 4 4 4 6 7 7 8 10
Vardas18984 Pavarde18984 2 3 5 6 6 6 7 8 9 10 5
Vardas18985 Pavarde18985 1 3 3 6 7 8 9 9 10 10 8
Vardas18986 Pavarde18986 1 3 3 4 5 5 6 8 8 9 6
Vardas18987 Pavarde18987 1 5 6 6 7 8 8 10 10 10 8
Vardas18988 Pavarde18988 3 5 5 7 8 9 9 10 10 10 8
Vardas18989 Pavarde18989 1 1 2 2 2 3 4 4 6 6 7
Vardas18990 Pavarde18990 4 6 7 7 7 8 8 8 9 10 5
Vardas18991 Pavarde18991 1 2 2 4 5 6 9 9 10 10 8
Vardas18992 Pavarde18992 1 4 4 6 6 6 7 8 8 9 8
Vardas18993 Pavarde18993 1 3 4 5 5 5 5 5 8 10 8
Vardas18994 Pavarde18994 1 3 4 5 6 7 9 10 10 10 10
Vardas18995 Pavarde18995 2 3 3 5 6 7 7 8 9 9 5
Vardas18996 Pavarde18996 1 3 6 7 8 8 9 9 10 10 7
Vardas18998 Pavarde18998 2 4 4 4 5 6 6 7 8 8 8
Vardas19 Pavarde19 1 3 3 4 4 6 8 10 10 10 10
Vardas19000 Pavarde19000 1 2 2 3 7 7 7 8 10 10 6
Vardas19001 Pavarde19001 1 2 3 5 7 7 7 8 8 9 7
Vardas19002 Pavarde19002 2 4 5 5 6 6 6 7 7 8 9
Vardas19005 Pavarde19005 1 2 3 5 6 7 8 8 9 10 10
Vardas19006 Pavarde19006 2 3 4 5 6 6 6 9 9 10 10
Vardas19007 Pavarde19007 1 1 2 4 4 6 6 8 9 9 10
Vardas19008 Pavarde19008 2 3 4 5 6 7 9 9 10 10 10
Vardas19009 Pavarde19009 3 4 4 4 6 6 6 7 8 10 10
Vardas1901 Pavarde1901 1 1 2 3 4 4 5 6 7 10 7
Vardas19010 Pavarde19010 1 2 2 4 5 5 8 8 8 9 8
Vardas19012 Pavarde19012 1 3 4 6 6 7 8 9 9 10 8
Vardas19016 Pavarde19016 1 3 4 5 6 6 7 7 10 10 9
Vardas19018 Pavarde19018 1 2 2 4 4 6 7 8 9 10 8
Vardas19019 Pavarde19019 1 2 3 4 4 7 7 8 9 10 5
Vardas19021 Pavarde19021 1 2 4 5 5 7 9 10 10 10 7
Vardas19024 Pavarde19024 1 2 3 4 4 5 7 9 9 10 8
Vardas19025 Pavarde19025 1 2 3 3 4 4 5 6 7 10 6
Vardas19026 Pavarde19026 2 4 4 4 6 7 9 9 10 10 9
Vardas19027 Pavarde19027 4 5 6 6 6 7 7 7 9 10 6
Vardas19028 Pavarde19028 1 1 1 2 4 6 6 10 10 10 6
Vardas19029 Pavarde19029 1 2 6 6 6 7 9 9 9 10 5
Vardas1903 Pavarde1903 2 2 4 7 7 8 8 9 10 10 6
Vardas19031 Pavarde19031 2 2 3 3 4 5 5 6 7 7 9
Vardas19032 Pavarde19032 1 1 2 2 3 3 5 5 8 10 10
Vardas19034 Pavarde19034 1 2 2 3 3 5 6 7 8 9 8
Vardas19035 Pavarde19035 1 2 2 3 4 6 7 8 8 9 10
Vardas19036 Pavarde19036 3 4 5 5 7 8 8 8 9 10 7
Vardas19037 Pavarde19037 2 4 5 6 7 7 8 8 8 9 5
Vardas19038 Pavarde19038 1 2 5 6 6 6 7 8 10 10 9
Vardas19039 Pavarde19039 1 1 2 2 4 6 6 7 8 10 9
Vardas19040 Pavarde19040 2 6 6 8 8 8 9 9 9 10 5
Vardas19041 Pavarde19041 1 2 2 3 3 5 6 7 8 9 7
Vardas19043 Pavarde19043 1 1 1 2 3 4 5 5 8 8 10
Vardas19044 Pavarde19044 1 1 3 5 8 9 9 10 10 10 6
Vardas19045 Pavarde19045 1 1 3 4 5 5 5 6 6 6 6
Vardas19047 Pavarde19047 1 1 2 2 3 5 6 6 7 10 9
Vardas19048 Pavarde19048 1 2 3 4 4 8 9 9 10 10 10
Vardas19049 Pavarde19049 4 5 6 6 6 7 8 9 10 10 4
Vardas1905 Pavarde1905 1 1 2 2 3 3 4 7 7 10 6
Vardas19050 Pavarde19050 1 3 5 6 6 6 7 8 8 9 7
Vardas19053 Pavarde19053 1 1 3 5 9 9 10 10 10 10 4
Vardas19055 Pavarde19055 1 2 3 4 7 8 9 9 9 9 8
Vardas19056 Pavarde19056 1 1 3 3 5 5 6 7 8 8 8
Vardas19057 Pavarde19057 1 1 2 3 6 7 8 8 9 10 7
Vardas19058 Pavarde19058 2 3 3 6 6 6 7 7 8 10 8
Vardas19059 Pavarde19059 1 2 3 3 3 4 5 7 9 9 8
Vardas1906 Pavarde1906 1 2 2 4 5 8 9 9 9 9 5
Vardas19060 Pavarde19060 1 2 5 6 7 8 8 8 10 10 9
Vardas19062 Pavarde19062 1 1 2 2 5 6 8 8 9 9 5
Vardas19065 Pavarde19065 1 3 4 5 5 6 7 7 9 10 9
Vardas19067 Pavarde19067 1 1 2 2 4 4 6 8 9 9 8
Vardas19068 Pavarde19068 1 4 5 5 6 6 8 9 10 10 5
Vardas19069 Pavarde19069 1 1 2 2 4 6 8 8 9 10 6
Vardas19070 Pavarde19070 1 3 3 4 4 9 9 9 9 10 6
Vardas19072 Pavarde19072 1 1 1 2 3 4 5 7 8 8 6
Vardas19075 Pavarde19075 2 2 3 4 4 5 5 8 9 10 7
Vardas19078 Pavarde19078 1 2 2 3 5 6 8 9 9 10 8
Vardas19079 Pavarde19079 2 2 4 5 6 6 7 7 7 10 6
Vardas1908 Pavarde1908 1 3 5 7 8 9 9 10 10 10 5
Vardas19083 Pavarde19083 1 4 5 6 6 6 8 8 8 10 5
Vardas19086 Pavarde19086 1 2 2 3 4 7 7 9 9 10 8
Vardas19089 Pavarde19089 1 1 2 4 5 6 7 7 9 9 9
Vardas1909 Pavarde1909 1 2 2 3 3 4 8 8 9 9 10
Vardas19090 Pavarde19090 1 1 2 5 6 7 8 9 10 10 8
Vardas19092 Pavarde19092 1 1 3 3 5 5 5 5 9 10 7
Vardas19096 Pavarde19096 2 2 3 3 5 5 7 8 8 9 6
Vardas19097 Pavarde19097 2 3 3 4 4 4 5 8 9 10 8
Vardas19098 Pavarde19098 1 2 3 4 5 7 8 9 9 10 7
Vardas1910 Pavarde1910 1 1 4 4 6 7 7 7 8 9 10
Vardas19100 Pavarde19100 3 4 4 4 6 7 9 9 10 10 5
Vardas19102 Pavarde19102 1 1 3 3 3 5 5 8 8 9 9
Vardas19104 Pavarde19104 1 3 6 6 6 7 7 7 7 9 10
Vardas19105 Pavarde19105 1 3 3 5 5 6 6 6 6 9 8
Vardas19106 Pavarde19106 2 3 3 4 4 7 7 8 10 10 5
Vardas19108 Pavarde19108 1 1 1 1 3 4 6 7 7 10 6
Vardas19109 Pavarde19109 1 2 2 3 4 5 6 7 8 9 9
Vardas1911 Pavarde1911 2 3 4 6 7 7 9 9 9 10 5
Vardas19110 Pavarde19110 1 1 2 3 5 5 6 6 7 8 6
Vardas19111 Pavarde19111 1 1 4 5 5 6 6 9 9 10 9
Vardas19112 Pavarde19112 1 3 3 3 6 6 7 8 8 9 8
Vardas19113 Pavarde19113 2 4 5 6 7 7 7 8 10 10 4
Vardas19114 Pavarde19114 1 1 3 4 6 6 7 8 10 10 8
Vardas19119 Pavarde19119 1 2 2 3 4 5 6 6 6 10 7
Vardas19121 Pavarde19121 2 2 3 4 5 6 6 8 10 10 5
Vardas19123 Pavarde19123 2 4 4 4 5 5 8 8 9 9 6
Vardas19124 Pavarde19124 1 3 4 4 5 7 7 7 8 10 7
Vardas19126 Pavarde19126 1 2 3 5 5 5 7 8 9 10 5
Vardas19128 Pavarde19128 1 1 1 2 3 5 5 6 6 7 6
Vardas19129 Pavarde19129 1 2 3 6 6 6 6 8 9 10 9
Vardas19131 Pavarde19131 2 3 5 5 6 7 7 8 9 10 9
Vardas19133 Pavarde19133 3 3 4 6 6 7 7 8 9 9 5
Vardas19134 Pavarde19134 3 3 3 6 7 7 7 8 8 9 9
Vardas19135 Pavarde19135 1 1 2 4 5 5 6 6 7 8 6
